part_id,date,location,e1,e2,age,condition_framing,order_partner,order_game,pup,game,condition_partner,abandon,prompt,we,final sample,notes
weco_final65,5/31/23,zoom,maya,arod,3,you,individual_first,box_first,cat,bucket,group,1,1,2,1,
weco_final66,5/31/23,zoom,maya,arod,3,you,individual_first,box_first,bunny,box,individual,1,1,2,1,
weco_final66,5/31/23,zoom,maya,arod,3,you,individual_first,box_first,cat,bucket,group,1,1,2,1,
weco_final67,6/2/23,zoom,maya,arod,3,you,individual_first,box_first,bunny,box,individual,1,1,95,1,
weco_final67,6/2/23,zoom,maya,arod,3,you,individual_first,box_first,cat,bucket,group,1,1,95,1,
weco_final68,6/5/23,zoom,maya,arod,3,you,individual_first,box_first,cat,box,individual,1,1,2,1,
weco_final68,6/5/23,zoom,maya,arod,3,you,individual_first,box_first,bunny,bucket,group,1,1,2,1,
weco_final69,6/6/23,zoom,maya,arod,2,you,individual_first,box_first,cat,box,individual,1,1,2,1,
weco_final69,6/6/23,zoom,maya,arod,2,you,individual_first,box_first,bunny,bucket,group,1,1,4,1,
weco_final70,6/7/23,zoom,maya,arod,2,you,individual_first,box_first,cat,box,individual,1,1,95,1,
weco_final70,6/7/23,zoom,maya,arod,2,you,individual_first,box_first,bunny,bucket,group,1,1,95,1,
weco_final71,6/13/23,zoom,maya,arod,3,you,individual_first,box_first,cat,box,individual,1,1,2,1,
weco_final71,6/13/23,zoom,maya,arod,3,you,individual_first,box_first,bunny,bucket,group,1,1,2,1,
weco_final72,6/17/23,zoom,maya,arod,2,we,individual_first,box_first,cat,box,individual,1,1,2,1,
weco_final72,6/17/23,zoom,maya,arod,2,we,individual_first,box_first,bunny,bucket,group,1,1,2,1,
weco_final73,6/19/23,zoom,maya,arod,3,we,individual_first,box_first,cat,box,individual,1,1,99,1,"when asked who played, said ""not me"""
weco_final73,6/19/23,zoom,maya,arod,3,we,individual_first,box_first,bunny,bucket,group,1,1,99,1,"when asked who played, said ""not me"""
weco_final74,7/11/23,zoom,maya,arod,NA,we,individual_first,bucket_first,bunny,bucket,individual,1,1,2,0,"excluded, no consent"
weco_final74,7/11/23,zoom,maya,arod,NA,we,individual_first,bucket_first,cat,box,group,1,1,2,0,"excluded, no consent"
weco_final75,7/12/23,zoom,maya,arod,2,we,individual_first,box_first,cat,box,individual,1,1,95,1,"Nothing was really enough to qualify for exclusion, but trials took forever because kid was distracted"
weco_final75,7/12/23,zoom,maya,arod,2,we,individual_first,box_first,bunny,bucket,group,1,4,99,1,couldn't understand kid's answer to who played question (27:30)
weco_final76,7/15/23,zoom,maya,arod,2,we,individual_first,bucket_first,bunny,bucket,individual,1,1,95,1,
weco_final76,7/15/23,zoom,maya,arod,2,we,individual_first,bucket_first,cat,box,group,1,1,95,1,
weco_final77,7/20/23,zoom,maya,jadelyn,2,we,individual_first,bucket_first,bunny,bucket,individual,1,2,95,1,
weco_final77,7/20/23,zoom,maya,jadelyn,2,we,individual_first,bucket_first,cat,box,group,1,1,95,1,
weco_final78,7/20/23,zoom,maya,jadelyn,3,we,individual_first,bucket_first,bunny,bucket,individual,1,1,95,1,
weco_final78,7/20/23,zoom,maya,jadelyn,3,we,individual_first,bucket_first,cat,box,group,1,1,1,1,
weco_final79,7/21/23,zoom,maya,jadelyn,2,we,individual_first,box_first,cat,box,individual,1,1,2,1,
weco_final79,7/21/23,zoom,maya,jadelyn,2,we,individual_first,box_first,bunny,bucket,group,1,1,95,1,
weco_final80,7/21/23,zoom,maya,jadelyn,2,we,individual_first,box_first,cat,box,individual,1,2,2,1,
weco_final80,7/21/23,zoom,maya,jadelyn,2,we,individual_first,box_first,bunny,bucket,group,1,2,2,1,actually wanted to leave right before maya was about to give second prompt
weco_final81,7/27/23,zoom,maya,arod,3,we,individual_first,box_first,cat,box,individual,1,3,95,1,
weco_final81,7/27/23,zoom,maya,arod,3,we,individual_first,box_first,bunny,bucket,group,1,2,2,1,
weco_final82,7/27/23,zoom,maya,jadelyn,3,we,individual_first,box_first,cat,box,individual,1,1,1,1,
weco_final82,7/27/23,zoom,maya,jadelyn,3,we,individual_first,box_first,bunny,bucket,group,1,1,1,1,
weco_final83,8/1/23,zoom,juliette,jadelyn,2,we,group_first,box_first,bunny,box,group,1,1,1,1,
